Tanggal,IN / OUT,Nomor GDN/GRN,Gudang,Dari/Kepada-Masking,Nama Barang,Merk/Jenis-Deleted,Satuan, Masuk, Keluar,Nilai, Jumlah,Berat,Total Berat
28-Apr-20,OUT,28.09,G4,Non PMI - Bukaka,Paket PHBS,,Paket,,"1,600","Rp51,500","Rp82,400,000",0.27,432
28-Apr-20,IN,28.09,G4,Produksi,Paket PHBS,,Paket,"35,300",,"Rp51,500","Rp51,500",0.27,9531
28-Apr-20,OUT,28.1,G4,Non PMI - Panitia,Paket PHBS,,Paket,,600,"Rp51,500","Rp30,900,000",0.27,162
28-Apr-20,OUT,28.11,G5,Paspampres,Hand Sanitizer Saku,,Pcs,,2,"Rp26,000","Rp52,000",0.1,0.2
28-Apr-20,OUT,28.12,G4,PMI Kota Tangerang Selatan,Paket PHBS,,Paket,,"4,850","Rp51,500","Rp249,775,000",0.27,1309.5
28-Apr-20,OUT,28.13,G4,PMI Kota Tangerang,Paket PHBS,,Paket,,"7,000","Rp51,500","Rp360,500,000",0.27,1890
28-Apr-20,OUT,28.14,G4,PMI Kabupaten Tangerang,Paket PHBS,,Paket,,"10,000","Rp51,500","Rp515,000,000",0.27,2700
28-Apr-20,OUT,28.15,G5,Sample,Disinfektan 5 Liter,5 Liter,Jerigen,,1,"Rp45,000","Rp45,000",5,5
28-Apr-20,OUT,28.16,G5,Sarpras,Hand Sanitizer 5 Liter,,Jerigen,,2,"Rp250,000","Rp500,000",5,10
28-Apr-20,OUT,28.17,G5,Security,Hand Sanitizer 5 Liter,,Jerigen,,1,"Rp250,000","Rp250,000",5,5
28-Apr-20,OUT,28.18,G7,Tim Gunner,Air Mineral Botol,,Botol,,240,"Rp1,500","Rp360,000",0.6,144
28-Apr-20,OUT,28.19,G1,UDD PMI Pusat,Hazmat,Coverall,Pcs,,"1,000","Rp275,000","Rp275,000,000",0.08,80
28-Apr-20,OUT,28.19,G1,UDD PMI Pusat,Sepatu Boot,AP Boot,Pasang,,625,"Rp165,000","Rp103,125,000",1.8,1125
28-Apr-20,OUT,28.19,G1,UDD PMI Pusat,Kacamata,Krisbow,Pcs,,588,"Rp148,500","Rp87,318,000",0.03,17.64
28-Apr-20,OUT,28.19,G1,UDD PMI Pusat,Face Shield ,Mika Plastik,Pcs,,"1,000","Rp31,500","Rp31,500,000",0.04,40
28-Apr-20,OUT,28.19,G2,UDD PMI Pusat,Sarung Tangan Latex,Nitril,Pcs,,"27,600","Rp1,500","Rp41,400,000",0.006,165.6
28-Apr-20,OUT,28.19,G5,UDD PMI Pusat,Hand Sanitizer 1 Liter,,Jerigen,,500,"Rp65,000","Rp32,500,000",1,500
29-Apr-20,IN,29.01,G4,Produksi,Paket PHBS,,Paket,"48,000",,"Rp51,500","Rp51,500",0.27,12960
29-Apr-20,OUT,29.01,G1,Staff MP PMI,Jas Hujan ,3 Layer,Pcs,,1,"Rp121,000","Rp121,000",0.8,0.8
29-Apr-20,OUT,29.02,G6,Paspampres,Sabun Lux,Lux,Pcs,,432,"Rp3,000","Rp1,296,000",0.08,34.56
29-Apr-20,OUT,29.02,G6,Paspampres,Sabun Marina,Marina,Pouch,,36,"Rp20,000","Rp720,000",0.43,15.48
29-Apr-20,OUT,29.03,G1,RS. PMI Bogor,Hazmat,Coverall,Pcs,,"3,000","Rp275,000","Rp825,000,000",0.08,240
29-Apr-20,OUT,29.03,G1,RS. PMI Bogor,Kacamata,Krisbow,Pcs,,"1,763","Rp148,500","Rp261,805,500",0.03,52.89
29-Apr-20,OUT,29.03,G2,RS. PMI Bogor,Masker N95,3M,Pcs,,"2,000","Rp108,240","Rp216,480,000",0.04,80
29-Apr-20,OUT,29.03,G2,RS. PMI Bogor,Sarung Tangan Latex,Nitril,Pcs,,"82,600","Rp1,500","Rp123,900,000",0.006,495.6
29-Apr-20,OUT,29.03,G5,RS. PMI Bogor,Hand Sanitizer 1 Liter,,Jerigen,,500,"Rp65,000","Rp32,500,000",1,500
29-Apr-20,OUT,29.03,G5,RS. PMI Bogor,Disinfektan 30 Liter,,Jerigen,,10,"Rp375,000","Rp3,750,000",30,300
29-Apr-20,OUT,29.03,G5,RS. PMI Bogor,Hand Sanitizer 20 Liter,20 liter,Jerigen,,25,"Rp700,000","Rp17,500,000",20,500
29-Apr-20,OUT,29.04,G4,Non PMI - LH Sudin Jakarta Selatan,Paket PHBS,,Paket,,30,"Rp51,500","Rp1,545,000",0.27,8.1
29-Apr-20,OUT,29.05,G1,PMI Kota Jakarta Utara,Hazmat,Coverall,Pcs,,10,"Rp275,000","Rp2,750,000",0.08,0.8
29-Apr-20,OUT,29.06,G1,PMI Provinsi Sumatera Selatan,Hazmat,Coverall,Pcs,,20,"Rp275,000","Rp5,500,000",0.08,1.6
29-Apr-20,OUT,29.06,G5,PMI Provinsi Sumatera Selatan,Wipol,,Pouch,,"7,020","Rp15,500","Rp108,810,000",0.78,5475.6
29-Apr-20,OUT,29.07,G5,PMI Provinsi Gorontalo,Wipol,,Pouch,,"7,020","Rp15,500","Rp108,810,000",0.78,5475.6
29-Apr-20,OUT,29.08,G1,PMI Provinsi Papua,Hazmat,Coverall,Pcs,,86,"Rp275,000","Rp23,650,000",0.08,6.88
29-Apr-20,OUT,29.08,G5,PMI Provinsi Papua,Wipol,,Pouch,,"10,020","Rp15,500","Rp155,310,000",0.78,7815.6
29-Apr-20,OUT,29.09,G1,PMI Provinsi DI Yogyakarta,Hazmat,Coverall,Pcs,,36,"Rp275,000","Rp9,900,000",0.08,2.88
29-Apr-20,OUT,29.09,G5,PMI Provinsi DI Yogyakarta,Wipol,,Pouch,,"8,520","Rp15,500","Rp132,060,000",0.78,6645.6
29-Apr-20,OUT,29.1,G5,PMI Provinsi Sulawesi Tengah,Wipol,,Pouch,,"8,040","Rp15,500","Rp124,620,000",0.78,6271.2
29-Apr-20,OUT,29.11,G1,PMI Provinsi Riau,Hazmat,Coverall,Pcs,,66,"Rp275,000","Rp18,150,000",0.08,5.28
29-Apr-20,OUT,29.11,G5,PMI Provinsi Riau,Wipol,,Pouch,,"7,020","Rp15,500","Rp108,810,000",0.78,5475.6
29-Apr-20,OUT,29.12,G1,PMI Kota Sukabumi,Hazmat,Coverall,Pcs,,30,"Rp275,000","Rp8,250,000",0.08,2.4
29-Apr-20,OUT,29.12,G1,PMI Kota Sukabumi,Sarung Tangan Karet,Krisbow,Pasang,,30,"Rp150,000","Rp4,500,000",0.08,2.4
29-Apr-20,OUT,29.12,G1,PMI Kota Sukabumi,Kacamata,Krisbow,Pcs,,30,"Rp148,500","Rp4,455,000",0.03,0.9
29-Apr-20,OUT,29.13,G5,Isi Ulang Tim Logistik,Hand Sanitizer 1 Liter,,Jerigen,,2,"Rp65,000","Rp130,000",1,2
29-Apr-20,OUT,29.14,G2,Paket PHBS,Masker Kain,,Pcs,,"142,000","Rp7,000.00","Rp994,000,000",0.02,2840
29-Apr-20,OUT,29.14,G5,Paket PHBS,Hand Sanitizer Saku,,Pcs,,"10,440","Rp26,000","Rp271,440,000",0.1,1044
29-Apr-20,OUT,29.14,G5,Paket PHBS,Hand Sanitizer Saku,,Pcs,,"10,440","Rp26,000","Rp271,440,000",0.1,1044
29-Apr-20,OUT,29.14,G5,Paket PHBS,Hand Sanitizer Saku,,Pcs,,"10,440","Rp26,000","Rp271,440,000",0.1,1044
29-Apr-20,OUT,29.15,G5,Tim Depo,Wipol,,Pouch,,240,"Rp15,500","Rp3,720,000",0.78,187.2
30-Apr-20,IN,30.01,G2,Swasta,Masker Kain,,Pcs,"100,000",,"Rp7,000.00","Rp700,000,000",0.02,2000
29-Apr-20,OUT,29.16,G7,Tim Gunner,Air Mineral Botol,,Botol,,204,"Rp1,500","Rp306,000",0.6,122.4
30-Apr-20,OUT,30.01,G2,Staff MP PMI,Rompi PMI,,Pcs,,6,"Rp150,000","Rp900,000",0.5,3
30-Apr-20,IN,30.02,G5,Swasta,Wipol,780 ml,Pouch,"5,400",,"Rp15,500","Rp83,700,000",0.78,4212
30-Apr-20,IN,30.03,G2,Non profit organization,Masker N95,3M,Pcs,"1,000",,"Rp108,240","Rp108,240,000",0.04,40
30-Apr-20,OUT,30.02,G4,PMI Kota Jakarta Timur,Paket PHBS,,Paket,,"16,000","Rp51,500","Rp824,000,000",0.27,4320
30-Apr-20,IN,30.04,G6,Non profit organization,Sabun Lux,Lux,Pcs,"27,072",,"Rp3,000","Rp81,216,000",0.08,2165.76
30-Apr-20,OUT,30.03,G4,PMI Kota Jakarta Pusat,Paket PHBS,,Paket,,"5,800","Rp51,500","Rp298,700,000",0.27,1566
30-Apr-20,IN,30.05,G2,Non profit organization,Masker Kain,,Pcs,"8,400",,"Rp7,000.00","Rp58,800,000",0.02,168
30-Apr-20,OUT,30.04,G2,Staff MP PMI,Masker Kain,,Pcs,,20,"Rp7,000.00","Rp140,000",0.02,0.4
30-Apr-20,OUT,30.05,G4,PMI Kota Jakarta Utara,Paket PHBS,,Paket,,"14,000","Rp51,500","Rp721,000,000",0.27,3780
30-Apr-20,IN,30.06,G5,Swasta,Wipol,780 ml,Pouch,"22,548",,"Rp15,500","Rp349,494,000",0.78,17587.44
30-Apr-20,IN,30.06,G5,Swasta,Wipol,780 ml,Pouch,"1,212",,"Rp15,500","Rp18,786,000",0.78,945.36
30-Apr-20,OUT,30.06,G4,PMI Kota Jakarta Barat,Paket PHBS,,Paket,,"6,000","Rp51,500","Rp309,000,000",0.27,1620
30-Apr-20,IN,30.07,G4,Produksi,Paket PHBS,,Paket,"49,550",,"Rp51,500","Rp51,500",0.27,13378.5
30-Apr-20,OUT,30.07,G4,Non PMI - Sekolah Kartini,Paket PHBS,,Paket,,"2,000","Rp51,500","Rp103,000,000",0.27,540
30-Apr-20,OUT,30.08,G4,Non PMI - DDII,Paket PHBS,,Paket,,"2,000","Rp51,500","Rp103,000,000",0.27,540
30-Apr-20,OUT,30.09,G4,Non PMI - Dewan Masjid Indonesia,Paket PHBS,,Paket,,"3,500","Rp51,500","Rp180,250,000",0.27,945
30-Apr-20,OUT,30.1,G4,Non PMI - Al Irsyad,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.11,G4,Non PMI - PP Nasyiatul Aisyah,Paket PHBS,,Paket,,700,"Rp51,500","Rp36,050,000",0.27,189
30-Apr-20,OUT,30.12,G4,Non PMI - Fatayat NU,Paket PHBS,,Paket,,700,"Rp51,500","Rp36,050,000",0.27,189
30-Apr-20,OUT,30.13,G4,Non PMI - Pesantren Al Hikam Depok,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.14,G4,Non PMI - PP Wanita Syarikat Islam,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.15,G4,Non PMI - Anak Ust. Najamudin,Paket PHBS,,Paket,,350,"Rp51,500","Rp18,025,000",0.27,94.5
30-Apr-20,OUT,30.16,G4,Non PMI - Buruh Tanjung Priok,Paket PHBS,,Paket,,"2,000","Rp51,500","Rp103,000,000",0.27,540
30-Apr-20,OUT,30.17,G4,Non PMI - PBNU,Paket PHBS,,Paket,,"6,500","Rp51,500","Rp334,750,000",0.27,1755
30-Apr-20,OUT,30.18,G4,Non PMI - PB. Tarbiyah Perti,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.19,G4,Non PMI - PP. Mathla Ul Anwar,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.2,G4,Non PMI - PP Aisiyah,Paket PHBS,,Paket,,"2,800","Rp51,500","Rp144,200,000",0.27,756
30-Apr-20,OUT,30.21,G4,Non PMI - PB Muslimat NU,Paket PHBS,,Paket,,"2,800","Rp51,500","Rp144,200,000",0.27,756
30-Apr-20,OUT,30.22,G4,Non PMI - Pedagang Kecil/Asongan,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.23,G4,Non PMI - PP Muhamadiyah,Paket PHBS,,Paket,,"6,500","Rp51,500","Rp334,750,000",0.27,1755
30-Apr-20,OUT,30.24,G4,Non PMI - PB. HMI,Paket PHBS,,Paket,,"1,400","Rp51,500","Rp72,100,000",0.27,378
30-Apr-20,OUT,30.25,G4,Non PMI - KAMMI,Paket PHBS,,Paket,,"1,400","Rp51,500","Rp72,100,000",0.27,378
30-Apr-20,OUT,30.26,G4,Non PMI - DPP Hidayatullah,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.27,G4,Non PMI - PB. PMII DAN KOPRI,Paket PHBS,,Paket,,"1,400","Rp51,500","Rp72,100,000",0.27,378
30-Apr-20,OUT,30.28,G4,Non PMI - KKSS,Paket PHBS,,Paket,,"1,750","Rp51,500","Rp90,125,000",0.27,472.5
30-Apr-20,OUT,30.29,G4,Non PMI - PERSIS,Paket PHBS,,Paket,,"1,000","Rp51,500","Rp51,500,000",0.27,270
30-Apr-20,OUT,30.3,G4,Non PMI - PB. PII,Paket PHBS,,Paket,,700,"Rp51,500","Rp36,050,000",0.27,189
30-Apr-20,OUT,30.31,G4,Non PMI - Yayasan Al Wathoniyah,Paket PHBS,,Paket,,700,"Rp51,500","Rp36,050,000",0.27,189
30-Apr-20,OUT,30.32,G5,Isi Ulang Tim Logistik,Hand Sanitizer 1 Liter,,Jerigen,,2,"Rp65,000","Rp130,000",1,2
30-Apr-20,OUT,30.33,G2,Tim Packing,Sarung Tangan Latex,Nitril,Pcs,,600,"Rp1,500","Rp900,000",0.006,3.6
30-Apr-20,OUT,30.34,G2,Paket PHBS,Masker Kain,,Pcs,,"116,128","Rp7,000.00","Rp812,896,000",0.02,2322.56
30-Apr-20,OUT,30.34,G5,Paket PHBS,Hand Sanitizer Saku,,Pcs,,"10,440","Rp26,000","Rp271,440,000",0.1,1044
30-Apr-20,OUT,30.34,G5,Paket PHBS,Hand Sanitizer Saku,,Pcs,,"10,440","Rp26,000","Rp271,440,000",0.1,1044
30-Apr-20,OUT,30.35,G5,Sample,Hand Sanitizer Saku,,Pcs,,10,"Rp26,000","Rp260,000",0.1,1
30-Apr-20,OUT,30.36,G2,Sample,Masker Kain,,Pcs,,5,"Rp7,000.00","Rp35,000",0.02,0.1
30-Apr-20,OUT,30.37,G7,Tim Gunner,Air Mineral Botol,,Botol,,240,"Rp1,500","Rp360,000",0.6,144
01-May-20,OUT,1.01,G1,Tim Depo,Jas Hujan ,3 Layer,Pcs,,15,"Rp121,000","Rp1,815,000",0.8,12
01-May-20,OUT,1.01,G1,Tim Depo,Sepatu Boot,AP Boot,Pasang,,10,"Rp165,000","Rp1,650,000",1.8,18
01-May-20,OUT,1.01,G2,Tim Depo,Sarung Tangan Latex,Nitril,Pcs,,400,"Rp1,500","Rp600,000",0.006,2.4
01-May-20,OUT,1.01,G6,Tim Depo,Kaporit,Tjiwi Kimia,Ember,,50,"Rp500,000","Rp25,000,000",15,750
01-May-20,OUT,1.01,G7,Tim Depo,Hygiene Kit,,Paket,,4,"Rp220,000","Rp880,000",1.5,6
01-May-20,OUT,1.01,G7,Tim Depo,Susu Vidoran,,Pcs,,120,"Rp3,000","Rp360,000",0.115,13.8
01-May-20,OUT,1.01,G7,Tim Depo,Buavita,250 ml,Pcs,,48,"Rp5,800","Rp278,400",0.25,12
01-May-20,OUT,1.02,G4,PMI Kota Bogor,Paket PHBS,,Paket,,"9,700","Rp51,500","Rp499,550,000",0.27,2619
01-May-20,OUT,1.03,G7,Tim Bengkel,Air Mineral Botol,,Botol,,24,"Rp1,500","Rp36,000",0.6,14.4
01-May-20,OUT,1.04,G2,Paket PHBS,Masker Kain,,Pcs,,"167,725","Rp7,000.00","Rp1,174,075,000",0.02,3354.5
01-May-20,OUT,1.05,G4,PMI Kabupaten Bekasi,Paket PHBS,,Paket,,"4,700","Rp51,500","Rp242,050,000",0.27,1269
01-May-20,OUT,1.05,G4,PMI Kabupaten Bekasi,Paket PHBS,,Paket,,"5,000","Rp51,500","Rp257,500,000",0.27,1350
01-May-20,IN,1.06,G4,Produksi,Paket PHBS,,Paket,"42,250",,"Rp51,500","Rp51,500",0.27,11407.5
01-May-20,OUT,1.06,G1,Staff MP PMI,Jas Hujan ,3 Layer,Pcs,,1,"Rp121,000","Rp121,000",0.8,0.8
01-May-20,OUT,1.06,G1,Staff MP PMI,Kacamata,Krisbow,Pcs,,1,"Rp148,500","Rp148,500",0.03,0.03
01-May-20,OUT,1.07,G4,PMI Kota Tangerang Selatan,Paket PHBS,,Paket,,"5,150","Rp51,500","Rp265,225,000",0.27,1390.5
01-May-20,OUT,1.08,G7,Tim Depo,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
01-May-20,OUT,1.08,G7,Tim Depo,Hygiene Kit,,Paket,,10,"Rp220,000","Rp2,200,000",1.5,15
01-May-20,OUT,1.09,G7,Tim Logistik,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
01-May-20,OUT,1.09,G7,Tim Logistik,Air Mineral Botol,,Botol,,24,"Rp1,500","Rp36,000",0.6,14.4
01-May-20,OUT,1.1,G2,Tim Packing,Sarung Tangan Latex,Nitril,Pcs,,200,"Rp1,500","Rp300,000",0.006,1.2
02-May-20,OUT,2.01,G1,PMI Provinsi Jawa Timur,Sarung Tangan Karet,Krisbow,Pasang,,146,"Rp150,000","Rp21,900,000",0.08,11.68
02-May-20,OUT,2.01,G5,PMI Provinsi Jawa Timur,Wipol,,Pouch,,"6,000","Rp15,500","Rp93,000,000",0.78,4680
02-May-20,OUT,2.02,G1,PMI Provinsi Kalimantan Selatan,Sarung Tangan Karet,Krisbow,Pasang,,113,"Rp150,000","Rp16,950,000",0.08,9.04
02-May-20,OUT,2.02,G1,PMI Provinsi Kalimantan Selatan,Hazmat,Coverall,Pcs,,18,"Rp275,000","Rp4,950,000",0.08,1.44
02-May-20,OUT,2.02,G5,PMI Provinsi Kalimantan Selatan,Wipol,,Pouch,,"6,000","Rp15,500","Rp93,000,000",0.78,4680
02-May-20,OUT,2.03,G5,PMI Provinsi Kalimantan Barat,Wipol,,Pouch,,"5,760","Rp15,500","Rp89,280,000",0.78,4492.8
02-May-20,OUT,2.04,G1,PMI Provinsi Sumatera Barat,Sarung Tangan Karet,Krisbow,Pasang,,136,"Rp150,000","Rp20,400,000",0.08,10.88
02-May-20,OUT,2.04,G1,PMI Provinsi Sumatera Barat,Hazmat,Coverall,Pcs,,36,"Rp275,000","Rp9,900,000",0.08,2.88
02-May-20,OUT,2.04,G5,PMI Provinsi Sumatera Barat,Wipol,,Pouch,,"6,000","Rp15,500","Rp93,000,000",0.78,4680
02-May-20,OUT,2.05,G1,PMI Provinsi Maluku,Sarung Tangan Karet,Krisbow,Pasang,,80,"Rp150,000","Rp12,000,000",0.08,6.4
02-May-20,OUT,2.05,G5,PMI Provinsi Maluku,Wipol,,Pouch,,"5,400","Rp15,500","Rp83,700,000",0.78,4212
02-May-20,OUT,2.06,G5,Paspampres,Disinfektan 5 Liter,5 Liter,Jerigen,,10,"Rp45,000","Rp450,000",5,50
02-May-20,OUT,2.06,G5,Paspampres,Hand Sanitizer Saku,,Pcs,,6,"Rp26,000","Rp156,000",0.1,0.6
02-May-20,OUT,2.07,G1,PMI Kota Bekasi,Hazmat,Coverall,Pcs,,10,"Rp275,000","Rp2,750,000",0.08,0.8
02-May-20,OUT,2.08,G5,Individu,Disinfektan 5 Liter,5 Liter,Jerigen,,1,"Rp45,000","Rp45,000",5,5
02-May-20,OUT,2.09,G5,Paket PHBS,Hand Sanitizer Saku,,Pcs,,48,"Rp26,000","Rp1,248,000",0.1,4.8
02-May-20,OUT,2.1,G4,PMI Kabupaten Bogor,Paket PHBS,,Paket,,"9,700","Rp51,500","Rp499,550,000",0.27,2619
02-May-20,OUT,2.11,G7,Tim Bengkel,Air Mineral Botol,,Botol,,24,"Rp1,500","Rp36,000",0.6,14.4
02-May-20,OUT,2.12,G7,Tim Logistik,Air Mineral Botol,,Botol,,24,"Rp1,500","Rp36,000",0.6,14.4
03-May-20,OUT,3.01,G7,Tim Logistik,Air Mineral Botol,,Botol,,72,"Rp1,500","Rp108,000",0.6,43.2
04-May-20,OUT,4.01,G4,PMI Kota Depok,Paket PHBS,,Paket,,"9,700","Rp51,500","Rp499,550,000",0.27,2619
04-May-20,IN,4.01,G2,Swasta,Masker Bedah,3 Ply,Pcs,"100,000",,"Rp7,000","Rp700,000,000",0.006,600
04-May-20,IN,4.02,G7,UDD PMI Pusat,Susu Vivity,,Pcs,"4,050",,"Rp13,000","Rp52,650,000",0.2,810
04-May-20,OUT,4.02,G7,Tim Bengkel,Air Mineral Botol,,Botol,,24,"Rp1,500","Rp36,000",0.6,14.4
04-May-20,OUT,4.03,G4,PMI Kota Bekasi,Paket PHBS,,Paket,,"9,700","Rp51,500","Rp499,550,000",0.27,2619
04-May-20,IN,4.03,G2,Swasta,Masker Kain,,Pcs,"100,000",,"Rp7,000.00","Rp700,000,000",0.02,2000
04-May-20,OUT,4.04,G5,Isi Ulang Tim Logistik,Hand Sanitizer 1 Liter,,Jerigen,,2,"Rp65,000","Rp130,000",1,2
04-May-20,OUT,4.04,G7,Tim Logistik,Mie Instan,Indomie,Pcs,,80,"Rp1,200","Rp96,000",0.085,6.8
04-May-20,OUT,4.05,G2,Paket PHBS,Masker Kain,,Pcs,,"100,000","Rp7,000.00","Rp700,000,000",0.02,2000
05-May-20,IN,5.01,G2,Non profit organization,Masker Kain,,Pcs,"1,000",,"Rp7,000.00","Rp7,000,000",0.02,20
05-May-20,OUT,5.01,G5,RS. PMI Bogor,Disinfektan 30 Liter,,Jerigen,,10,"Rp375,000","Rp3,750,000",30,300
05-May-20,OUT,5.02,G4,PMI Kota Jakarta Pusat,Paket PHBS,,Paket,,"9,500","Rp51,500","Rp489,250,000",0.27,2565
05-May-20,IN,5.02,G2,Swasta,Masker Kain,,Pcs,"100,000",,"Rp7,000.00","Rp700,000,000",0.02,2000
05-May-20,IN,5.03,G1,Swasta,Kacamata,,Pcs,8,,"Rp148,500","Rp1,188,000",0.03,0.24
05-May-20,OUT,5.03,G1,Tim Gunner,Kacamata,Krisbow,Pcs,,10,"Rp148,500","Rp1,485,000",0.03,0.3
05-May-20,OUT,5.03,G1,Tim Gunner,Hazmat,Coverall,Pcs,,10,"Rp275,000","Rp2,750,000",0.08,0.8
05-May-20,OUT,5.04,G2,MP PMI,Masker Bedah,3 Ply,Pcs,,100,"Rp7,000","Rp700,000",0.006,0.6
05-May-20,OUT,5.04,G2,MP PMI,Sarung Tangan Latex,Nitril,Pcs,,200,"Rp1,500","Rp300,000",0.006,1.2
05-May-20,OUT,5.04,G5,MP PMI,Hand Sanitizer 1 Liter,,Jerigen,,1,"Rp65,000","Rp65,000",1,1
05-May-20,IN,5.04,G4,Produksi,Paket PHBS,,Paket,"56,050",,"Rp51,500","Rp51,500",0.27,15133.5
05-May-20,OUT,5.05,G1,MP PMI,Hazmat,Coverall,Pcs,,2,"Rp275,000","Rp550,000",0.08,0.16
05-May-20,OUT,5.06,G4,Lingkungan PMI,Paket PHBS,,Paket,,400,"Rp51,500","Rp20,600,000",0.27,108
05-May-20,OUT,5.07,G6,PMI Provinsi Sulawesi Selatan,Kaporit,Tjiwi Kimia,Ember,,20,"Rp500,000","Rp10,000,000",15,300
05-May-20,OUT,5.08,G2,Paket PHBS,Masker Kain,,Pcs,,"100,980","Rp7,000.00","Rp706,860,000",0.02,2019.6
05-May-20,OUT,5.08,G4,PMI Kabupaten Tangerang,Paket PHBS,,Paket,,"11,000","Rp51,500","Rp566,500,000",0.27,2970
05-May-20,OUT,5.09,G1,Tim Gunner,Sarung Tangan Karet,Krisbow,Pasang,,100,"Rp150,000","Rp15,000,000",0.08,8
05-May-20,OUT,5.09,G2,Tim Gunner,Masker Respirator,NP306,Pcs,,150,"Rp50,000","Rp7,500,000",0.55,82.5
05-May-20,OUT,5.09,G2,Tim Gunner,Sarung Tangan Latex,Nitril,Pcs,,100,"Rp1,500","Rp150,000",0.006,0.6
05-May-20,OUT,5.09,G5,Tim Gunner,Wipol,,Pouch,,20,"Rp15,500","Rp310,000",0.78,15.6
05-May-20,OUT,5.09,G7,Tim Gunner,Mie Instan,Indomie,Pcs,,160,"Rp1,200","Rp192,000",0.085,13.6
05-May-20,OUT,5.1,G6,Tim Depo,Kaporit,Tjiwi Kimia,Ember,,50,"Rp500,000","Rp25,000,000",15,750
05-May-20,OUT,5.1,G7,Tim Depo,Susu Vidoran,,Pcs,,80,"Rp3,000","Rp240,000",0.115,9.2
05-May-20,OUT,5.1,G7,Tim Depo,Buavita,250 ml,Pcs,,48,"Rp5,800","Rp278,400",0.25,12
05-May-20,OUT,5.1,G7,Tim Depo,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
05-May-20,OUT,5.11,G7,Tim Bengkel,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
05-May-20,OUT,5.12,G7,Tim Logistik,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
05-May-20,OUT,5.12,G7,Tim Logistik,Air Mineral Botol,,Botol,,48,"Rp1,500","Rp72,000",0.6,28.8
05-May-20,OUT,5.13,G2,Tim Packing,Sarung Tangan Latex,Nitril,Pcs,,400,"Rp1,500","Rp600,000",0.006,2.4
05-May-20,OUT,5.14,G2,TNI AL,Masker Respirator,NP306,Pcs,,10,"Rp50,000","Rp500,000",0.55,5.5
05-May-20,OUT,5.15,G5,Bocor,Wipol,,Pouch,,36,"Rp15,500","Rp558,000",0.78,28.08
06-May-20,IN,6.01,G2,Swasta,Masker Kain,,Pcs,"100,000",,"Rp7,000.00","Rp700,000,000",0.02,2000
06-May-20,OUT,6.01,G2,RS. IA Kemang Medical Care,Masker Bedah,3 Ply,Pcs,,"6,600","Rp7,000","Rp46,200,000",0.006,39.6
06-May-20,OUT,6.02,G4,PMI Kota Jakarta Selatan,Paket PHBS,,Paket,,"15,500","Rp51,500","Rp798,250,000",0.27,4185
06-May-20,IN,6.02,G2,RS. IA Kemang Medical Care,Masker Kain,,Pcs,"6,610",,"Rp7,000.00","Rp46,270,000",0.02,132.2
06-May-20,IN,6.03,G1,#ERROR!,Hazmat,Coverall,Pcs,50,,"Rp275,000","Rp13,750,000",0.08,4
06-May-20,OUT,6.03,G2,Paket PHBS,Masker Kain,,Pcs,,"50,610","Rp7,000.00","Rp354,270,000",0.02,1012.2
06-May-20,OUT,6.03,G2,Tim Packing,Sarung Tangan Latex,Nitril,Pcs,,100,"Rp1,500","Rp150,000",0.006,0.6
06-May-20,IN,6.04,G4,Produksi,Paket PHBS,,Paket,"10,000",,"Rp51,500","Rp51,500",0.27,2700
06-May-20,OUT,6.04,G7,Tim Bengkel,Air Mineral Botol,,Botol,,24,"Rp1,500","Rp36,000",0.6,14.4
06-May-20,OUT,6.05,G7,Tim Logistik,Buavita,250 ml,Pcs,,48,"Rp5,800","Rp278,400",0.25,12
07-May-20,OUT,6.03,G2,Paket PHBS,Masker Kain,,Pcs,,"56,000","Rp7,000.00","Rp392,000,000",0.02,1120
07-May-20,IN,7.01,G4,Produksi,Paket PHBS,,Paket,"35,400",,"Rp51,500","Rp51,500",0.27,9558
07-May-20,OUT,7.02,G3,Palang Merah Timor Leste,Sprayer,Manual,Unit,,10,"Rp650,000","Rp6,500,000",7.3,73
07-May-20,OUT,7.02,G2,Tim Packing,Sarung Tangan Latex,Nitril,Pcs,,900,"Rp1,500","Rp1,350,000",0.006,5.4
